,month,well_name,bhp,bht,dp_tubing,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,whp,wht,choke_size_percentage,oil_rate,prod_hrs,oil_vol,gas_vol,water_vol
0,July 2013,7078,158.3602609239847,69.23148618672953,110.01407160689521,14.441138625034919,6.486209255952381,53.448364183650945,25.15254989858408,37.76678634920979,808.4755011484291,112.07514,3867.07,581492.75,0.0
1,August 2013,7078,269.0804946620419,105.79465033103415,176.21820300760976,23.134282556388513,9.705931831914894,92.86229165443207,57.657923927223685,64.58506497881488,1040.0111593603574,698.79181,29363.14,4453435.0600000005,520.01
2,September 2013,7078,264.4707476131889,105.59314847487457,176.24642442575717,12.85865540902784,8.571979336419753,88.22432318743174,57.250974381308254,59.848991290181644,1040.9572023342528,1237.70848,53138.22,8115009.0600000005,2093.62
3,October 2013,7078,256.36892420794334,106.01817314379555,173.56433757104136,15.504757059128558,9.714533832498283,82.80458663690202,60.07742000449562,54.31606066276511,1184.187780187344,1907.829095,87252.72,13387733.350000001,4020.1499999999996
4,November 2013,7078,253.28119120868985,106.22632301660848,172.46375235450964,14.170224712921057,10.571099666666667,80.81743885418021,61.5138833005925,52.43667093003497,1191.6708592296034,2619.829095,122639.07,18801219.490000002,7811.37
5,December 2013,7078,249.97507333779612,106.1507695709328,172.15060092954778,20.709462927140393,9.970717495567376,77.82447240824834,57.77242350480096,49.387404271111684,1186.6579738315413,3281.912445,156044.82,23991878.310000002,12774.630000000001
6,January 2014,7078,245.87299655866792,106.27254825130584,170.43316726653808,25.39505809347537,10.582756859042552,75.43982929212982,60.49768516916156,46.9677835340968,1237.312435197631,3949.995775,190597.19,29185231.53,17118.120000000003
7,February 2014,7078,242.8668422939903,106.19591682965377,169.87843959596745,24.02673747421965,10.123714179258242,72.98840269802282,60.158948129199295,44.36290632017413,1160.1159508345738,4512.662435,218787.16,33440514.21,19959.49
8,March 2014,7078,239.15620192043994,106.22464669103681,168.62314943969213,24.014297494361777,10.508673268901754,70.53305248074783,61.569063951646925,41.656960063226144,1175.6512792758574,5168.162425,252077.95,38480363.96,23651.710000000003
9,April 2014,7078,236.83563149432405,106.26364523400204,167.50651064193755,26.259639724354063,10.795031123965721,69.32912085238648,64.48394550225895,40.80859422097908,1245.3614442185012,5859.679275,287506.68,43782322.76,27776.160000000003
10,May 2014,7078,228.601389045102,106.33799751378909,165.18770203151217,27.050785424819043,11.80961010295127,63.41368701358983,66.15035514884381,34.757161594830926,1139.487413476277,6591.179275,322338.56,48684942.04,32793.630000000005
11,June 2014,7078,223.64944602947062,106.55743364732555,165.1322292565614,20.881529713378338,12.319512395833334,58.51721677290923,68.4010099867103,29.944952926228403,1145.0429714078282,7300.512605000001,356237.2,53675626.56,38877.22
12,July 2014,7078,219.72906821626998,106.61499524152504,164.43018793543197,20.64851271481173,12.177036229838711,55.29888028083798,69.31764061281709,26.654279894220412,1091.0610383011283,8043.179275,389997.53,58711543.85,45678.07
13,August 2014,7078,230.98942604829196,106.23639582535277,170.76391722336746,19.76392082774776,10.34465275422494,60.22550882492448,65.04624033793046,31.783655559264744,1056.187361203694,8642.295965000001,416035.07,62745314.27,51754.59
14,September 2014,7078,224.39832350466426,106.37583352797517,168.50820025540756,24.130988032670718,11.300658559692671,55.890123249256696,67.7672452492441,27.413284011513365,1144.8377256266424,9332.962635000002,449256.71,67965642.95,60103.64
15,October 2014,7078,219.97861894178106,106.43315477594372,167.20728680922556,25.722805403357356,11.794739110215055,52.77133213255548,67.14279120546215,24.312711289653397,1090.5579612903227,10076.962635000002,483108.43000000005,73202851.25,70391.54
16,November 2014,7078,228.2522005998897,106.15094639380577,172.49174358401697,24.326173917002343,10.074886465277778,55.76045701587273,62.80758130320532,27.217005683683333,905.5189996203093,10769.354445,509719.93000000005,77355967.54,79795.12
17,December 2014,7078,283.0997092365049,104.88358767337029,203.32830612686834,16.89096544448351,4.249349795956303,79.77140310963657,43.73772194454799,50.43625880764989,279.2141197435169,11503.212645000001,518267.85000000003,78769079.18,82874.17
18,January 2015,7078,225.05636407662794,106.07435625688615,171.86223393206734,21.506684280904206,11.252346486849882,53.194130144560596,63.99131709186665,24.31458245647235,968.8292178698518,12211.545975,546803.0800000001,82977284.63000001,96273.75
19,February 2015,7078,210.5209789926756,106.01759927387684,165.54100507059098,14.760130076262731,15.387098821809246,44.979973922084625,66.53645269382841,16.62030239565217,963.1331379207655,12843.712645000001,572150.3,86813358.32000001,110334.76
20,March 2015,7078,220.06010857211612,105.72452509261606,167.58195196746436,13.166362820984503,19.041941193016225,52.478156604651744,68.32914120596561,23.715218076671718,1429.6298345870287,13587.545975,616466.49,93330058.81,129722.06
21,April 2015,7078,220.71477658850472,105.61423814997046,169.04686881781916,17.261081420803784,21.170558337618203,51.66790777068558,74.91159882166076,22.567708150265958,1818.5253333333335,14307.545975,671022.25,101286526.3,153561.78
22,May 2015,7078,220.04273483141728,105.82840792882064,170.17805093828642,12.40737146119309,21.409634303220084,49.86468389313086,75.24678969986844,21.206763460163575,1775.1361290322582,15051.545975,726051.47,109314036.74,177987.31
23,June 2015,7078,221.28042270155433,105.85626212983877,173.27563529364414,18.38062460799575,20.64941662278369,48.00478740791018,76.21489557729055,19.36509017823282,1610.2918435598476,15770.362645000001,774282.57,116379888.33,200878.93
24,July 2015,7078,220.1047211746454,105.9572126461336,177.18569141472202,16.79534257135095,24.03088042524594,42.91902975992336,77.46737782243767,14.277883888698238,1412.4083870967743,16514.362645,818067.23,122888741.62,237074.86
25,August 2015,7078,222.4839218840003,105.91693621085376,180.7427827412013,14.716681163008841,23.771627337962965,41.74113914279899,76.29839999867734,13.14652911590912,1209.2295281934666,17146.379455000002,849565.38,127658643.80000001,268945.3
26,September 2015,7078,221.3557354930992,105.79317066181959,183.25654500804117,12.63258640345305,26.600638194444446,38.099190485058,77.60851204172776,9.168229192765619,1049.003545256282,17865.104035,880989.97,132406753.66000001,306357.14999999997
27,October 2015,7078,216.6716658105245,105.83498639283918,181.62386051768777,11.329478314563511,36.35647908638551,35.04780529283672,75.50291435828764,8.776945628713758,1123.5914810086374,18491.995845,910714.75,136908323.68,344379.70999999996
28,November 2015,7078,223.62709029408128,106.12180070753813,188.75254257260738,11.001529864533643,87.34528453124999,34.87454772147392,79.0274713241186,7.509811505777386,1301.2804718419145,19163.304045,947124.98,142466897.03,401438.31999999995
